depth,thickness,text,lithology_label,lithostratigraphic_unit_label
-0.992845084,0.438023044,灰绿色，以石英为主、长石次之，含暗色岩屑及云母，泥质填隙，坚硬,3,3
-0.981791141,0.067023795,浅灰-灰色，基底式胶结，硅质胶结，坚硬,1,3
-0.957552858,0.541830504,灰色-灰绿色，以石英为主，长石次之，泥质填隙，分选中等，次圆状，坚硬,2,3
-0.935022912,0.497565259,灰绿色，以石英为主、长石次之，分选差，次棱状，泥质填隙，块状构造，含云母及暗色岩屑，坚硬,3,3
-0.916834151,0.36801074,灰色-灰绿色，以石英为主，长石次之，含少量暗色岩屑及云母，分选差，次棱角状，坚硬,2,3
-0.898946861,0.357899356,灰绿-灰色，以石英、长石云母及暗色岩屑为主，泥质填隙，分选中等次圆状，半坚硬,3,3
-0.897740976,-1.264378748,灰色，分选中等，次圆状，坚硬,3,3
-0.885481148,0.129548851,浅灰-灰色，以石英岩、片麻岩、花岗岩及残积物为主，基底式胶结，分选差，次棱角状，坚硬,1,3
-0.874226224,0.077902661,灰绿色-浅灰绿色，以石英为主，长石次之，含少量暗色岩屑及云母，硅质胶结，坚硬,2,3
-0.864177185,0.009492973,灰色-深灰色，块状构造，以石英岩、片麻岩、花岗岩及残积物为主，基底式胶结，分选差，坚硬,1,3
-0.835155559,0.650969854,灰绿色-浅灰色，块状构造，含砂不均，硅质胶结，坚硬,2,3
-0.818454056,0.316409964,灰绿-灰色，以石英为主，长石次之含少量暗色岩屑及云母，泥质填隙，分选差，次圆状，坚硬,3,3
-0.807802074,0.04466232,灰色，泥质胶结，块状构造，平行层理，平坦状断口，半坚硬,5,3
-0.794235871,0.190719257,灰色-深灰色，块状构造，以石英岩、片麻岩、花岗岩及残积物为主，基底式胶结，分选差，坚硬,1,3
-0.788407428,-0.318870769,灰色-浅灰色，块状构造，以石英为主，长石次之，含砾不均，分选差，次棱角状，硅质胶结，坚硬,2,3
-0.78378487,-0.45837339,灰色-深灰色，块状构造，以石英岩、片麻岩、花岗岩及残积物为主，基底式胶结，分选差，坚硬,1,3
-0.778760351,-0.408208437,灰绿色，以石英为主，长石次之，含少量暗色岩屑，泥质填隙，分选差，次圆状，坚硬,3,3
-0.736132326,0.884223121,暗灰-灰色，以石英岩、片麻岩、花岗岩残积物为主，基底式胶结，分选差，坚硬,1,3
-0.683073398,1.017190271,灰绿色，暗灰色，以石英岩、片麻岩、花岗岩，残积物为主，基底式胶结，分选差，次棱角状,1,3
-0.589134979,1.364769646,浅灰-灰绿色，以石英岩、片麻岩为主，硅质胶结，坚硬,1,3
-0.583748694,-0.366365936,灰白色，以石英长石为主，均匀层理，块状构造,3,5
-0.571569258,0.1255752,灰白色，以石英为主，长石次之，含少量岩屑及暗色矿物，波状层理，坚硬,3,5
-0.570001608,-1.107364916,黑色，条痕褐黑色，暗淡型，含少量亮暗煤丝炭组分,6,5
-0.566986896,-0.715260359,灰色，水平纹理，含少量植物茎部化石，参差状断口，半坚硬,5,5
-0.566243267,-1.553233424,黑色，条痕褐黑色，暗淡型,6,5
-0.564474636,-1.03511582,灰色，水平纹理，参差状断口,5,5
-0.558244232,-0.278709393,浅灰色，以石英为主，长石次之，均匀层理，参差断口，含少量暗色岩屑及云母碎片,4,5
-0.55157167,-0.237409365,灰色，水平纹理，参差状断口,5,5
-0.550225098,-1.198361335,灰色，以石英为主，长石次之，含少量云母片，均匀层理，坚硬,3,5
-0.5491599,-1.338558401,黑色，条痕褐黑色，弱沥青光泽，暗淡型，节理发育,6,5
-0.542567731,-0.244711765,灰-黑灰色，水平纹理，含少量植物茎部化石碎片，块状构造，平坦状断口，半坚硬,5,5
-0.53221722,0.027332692,浅灰色，以石英为主，长石次之，均匀层理，参差断口，含少量暗色岩屑及云母碎片,4,5
-0.522529946,-0.012631874,浅灰色，以石英为主，长石次之均匀层理，参差状断口,3,5
-0.522027494,-1.787050588,灰-浅灰色，以石英为主，长石次之含少量暗色炭屑，分选中等，次圆状,5,5
-0.512058847,0.004645674,黑色，泥质结构，块状构造，含炭量不高,5,5
-0.511556395,-1.787050588,黑色，条痕褐黑色，暗淡型,6,5
-0.49634215,0.260014572,浅灰色，含岩屑，分选差中等，次圆状,3,5
-0.491377924,-0.415472766,浅灰色，以石英为主，长石次之，含少量暗色炭屑及云母碎片，泥质填隙，次棱角状，分选差,3,5
-0.489468607,-0.989253724,浅灰-浅绿色，以石英为主，长石次之，含少量暗色岩屑及云母碎片,3,6
-0.487961251,-1.130847901,黑色，块状构造，平行层理，局部含砂质，阶梯状断口，半坚硬,5,6
-0.485087226,-0.743953027,浅灰色，以石英为主，长石次之，含少量暗色炭屑及云母碎片，泥质填隙，次棱角状，分选差,3,6
-0.462476887,0.49972218,灰绿色，以石英为主，长石次之，含少量杂基云母及暗色矿物，分选差，次圆状，半坚硬,3,7
-1.369864941,-0.542418981,踏勘现场开挖，及附近露头情况，据判层，为土黄-浅黄色，成分主要以第四系黄土为主，次为第四系冲洪积层粉，细砂土，底部含少量圆状及次圆状,0,0
-1.333246242,0.7919902,浅黄色为主，局部呈棕红及杂色成分以石英，长石矿物为主，分选差，滚园-般，泥质胶结,2,1
-1.275665246,1.066905331,浅灰-灰绿色，成分以石英，长石主，含少量暗色矿物，分选差，棱角状-次棱角状，泥质胶结,3,1
-1.157629231,1.503947619,浅灰-灰绿色，成分以长石，石英矿物为主，分选较好，滚园较好，泥钙质胶结,3,1
-1.144706166,0.161374643,浅灰-灰绿色，成分以石英，长石为主，含少量暗色矿物，分选差滚园-般，泥钙胶结,3,1
-1.135179677,-0.022730541,褐色-棕红色，主以暗色碎屑矿物成分为主，泥质胶结，水平互层层理，岩芯风化岩疏松易碎，岩芯较完整,4,1
-1.10993649,0.56643943,浅灰-灰绿色，成分以长石，石英矿物及云母，分选-般，滚园较好泥钙质胶结，交错层理,3,1
-1.087245759,0.501871478,浅灰-灰绿及杂色，成分以石英，长石矿物为主，云母及暗色矿物少量，分选差，滚园-般，泥钙质胶结,2,1
-1.057641289,0.66302402,浅灰-灰绿色为主，局部棕红及杂色，成分以石英，长石为主，次为云母及暗色矿物少量，分选差，滚园-般，泥钙质胶结,3,1
-1.039613313,0.362638951,浅灰-紫红色为主，成分以长石砾，石英砾及遂石砾为主，含少量灰岩砾分选差，泥质胶结，较坚硬,1,1
-0.822292789,0.89162107,浅灰白色及杂色，主要以长石砾，石英砾为主，含少量灰岩砾，分选差，多数以园状及次园状为主，少量棱角状,1,3
-0.805892757,1.921114095,浅灰-灰白色，局部浅黄及杂色，成分以石英，长石矿物为主，含少量暗色矿物，及云母，分选较好，滚园-般，泥钙质胶结,3,3
-0.799461371,-0.259586444,浅灰白色及杂色，成分以长石砾，石英砾及遂石砾为主，含少量灰岩砾分选差，泥钙质胶结,1,3
-0.788568213,0.058177933,浅灰-灰白色，成分以石英，长石矿物为主，云母及暗色矿物少量，分选较差，滚园-般，泥钙质胶结,2,3
-0.721098963,1.163284481,灰色-灰白色，局部为紫红色及杂色成分以长石砾，砾及遂石砾为主，含少量灰岩砾，分选差，泥钙质胶结,1,3
-0.717421015,-0.595811752,浅灰白色，泥质胶结，水平层理，以暗色碎屑矿物成为主，见白云母矿物碎片，风化后易破碎，含少量砾石成分,4,3
-0.692599887,0.556224661,浅灰-灰白色，成分以长石砾，石英砾及遂石砾为主，含少量灰岩砾，分选差，滚园-般，泥质胶结,1,3
-0.687917035,-0.450577925,浅灰白色，泥钙质接触式胶结，水平层理，以暗色碎屑矿物成为主,4,3
-0.68546507,-0.839266378,浅灰及杂色，成分以长石砾，石英砾及遂石砾为主，含少量灰岩砾,1,3
-0.683455262,-0.958510975,浅灰白色，成分以石英，长石为主，含少量暗色矿物，分选较好，滚园-般,3,3
-0.667879251,0.274222073,浅灰白色，成分以长石砾，石英砾及遂石砾为主，含少量灰岩砾，分选较差，滚园较好，泥质胶结,1,3
-0.664462577,-0.640087228,浅灰白色，泥钙质接触式胶结，水平层理，以暗色碎屑矿物成为主，不易风化破碎，夹薄层砾岩,4,3
-0.620106118,-1.264378748,黑色，半光亮型为主，夹暗煤及镜煤条带，弱沥青光泽-暗淡光泽,6,5
-0.613976204,-0.288502477,浅灰-灰白色，具滑面，风化易碎，较软,5,5
-0.613373262,-1.678360856,黑色，半光亮型为主，夹暗煤及镜煤条带，弱沥青光泽-暗淡光泽,6,5
-0.610961492,-0.84918229,黄绿及灰绿色，矿物成分以长石，石英为主，含少量暗色矿物，分选-般，滚园较差，泥质胶结,3,5
-0.594923225,0.291905329,浅灰-灰绿色，成分以长石，石英矿物为主，分选较好，滚园较好，泥钙质胶结,3,5
-0.586843798,-0.122102781,灰白-浅灰色，主要以长石，石英矿物为主，含少量暗色矿物，以及黑云母碎片，分选较好，滚园较差,3,5
-0.582824182,-0.542418981,浅灰-深灰黑色，泥质胶结，含煤线及植物化石,5,5
-0.57709623,-0.329342177,黑色，半光亮型为主，夹暗煤及镜煤条带，弱沥青光泽-暗淡光泽,6,5
-0.574403087,-0.782971498,浅灰-深灰色，具滑面，水平层理岩石风化后易破碎，夹薄层粉砂岩,5,5
-0.566263365,-0.117619853,浅灰-深灰黑色，泥质胶结，含煤线及植物化石,5,5
-0.561480023,-0.43780494,浅灰白色，主要以长石，石英矿为主分，分选较好，滚圆较差，泥质胶结,3,5
-0.558766782,-0.778509272,黑色，半光亮型为主，夹暗煤及镜煤条带，煤层结构0.50(0.50)0.35,6,5
-0.552677064,-0.292464547,浅灰-深灰黑色，泥质胶结，胶结格度较好，具斜层理，夹薄层细砂岩,4,5
-0.54664764,-0.29845675,浅灰-灰绿色，成分以长石，石英矿物为主，分选较好，滚园较好，泥钙质胶结,3,5
-0.542628025,-0.542418981,灰白-浅灰色，主要以长石，石英矿物为主，含少量暗色矿物，以及黑云母碎片，分选较好，滚园较差,3,5
-0.540015275,-0.801158314,浅灰-深灰黑色，泥质胶结，胶结程度较好，具斜层理，夹薄层煤线，下有0.30的砂质泥岩,4,5
-0.539010371,-1.373387985,黑色，半光亮型为主，夹暗煤及镜煤条带，弱沥青光泽-暗淡光泽,6,5
-0.533583889,-0.361890657,浅灰-深灰黑色，泥质胶结，胶结程度较好，具斜层理，夹薄层煤线，上有0.70的砂质泥岩,4,5
-0.530569178,-0.715260359,浅灰白色-灰白色，主要矿物成分为石英，长石，含少量暗色矿物分选较好，滚园较差，泥钙质胶结，具水平层理,3,5
-0.5251025,-0.357448267,浅灰-深灰黑色，泥质胶结，胶结程度较好，具斜层理，夹薄层煤线,4,5
-0.519676019,-0.361890657,浅灰色，主要以长石，石英矿物为主，含少量暗色矿物，分选好,3,5
-0.514691695,-0.413041607,互层，浅灰-深灰色，主要以长石，石英矿物为主，含少量暗色矿物，分选较好，泥质胶结,3,5
-0.512983359,-1.055894204,黑色，半光亮型为主，夹暗及镜煤条带，弱沥青-暗淡光泽，阶梯状-参差状断口,6,5
-0.511033845,-0.97676757,浅灰-深灰黑色，泥质胶结，水平层理，含植物化石少量,4,5
-0.443745478,1.161651329,浅灰白色，成分主要以长石，石英矿物为主，含少量暗色矿物，分选较好滚园-般，棱角状-次棱角状，泥钙质胶结，水平层理,3,5
-0.428892998,0.245466603,浅灰白色-灰白色，主要矿物成分为石英，长石，含少量暗色矿物分选较好，滚园较差，泥钙质胶结，具水平层理,3,5
-0.408312565,0.442770595,浅灰绿色，成分主要以长石，石英矿物为主，含少量暗色矿物，分选较好，滚园-般，泥质胶结，岩芯较完整，具水平层理,3,7
-1.323498674,0.086467368,第四纪风积沙及黄土堆积，见现代植物茎，据钻探判层及地表露头，观测为灰黄色，暗紫色及砖红色，砂砾结构，成分主要为石英，长石松散,0,0
-1.074724656,1.959290767,灰绿色，以石英长石为主，偶见微量暗色砂物，风化物，分选差，中上部夹薄层砂质泥岩颜色为暗紫色，砾石成分为石英岩，花岗片麻岩，次棱角状及次园状,2,1
-1.008441193,1.152497888,灰绿色，以石英长石为主，次长石，砂砾状结构，见暗色砂物质，分选差，较软疏松，砾石成分为花岗片麻岩，坚硬,2,3
-0.975882306,0.720704801,灰绿色，以石英长石为主，偶分选一般砾石成分为花岗片麻岩，次棱角状,2,3
-0.965190128,0.046935951,灰绿色，以石英为主，次之长石，可见暗色矿物质，砂状结构，分选差，厚层状,3,3
-0.937856741,0.614643688,灰绿色，以石英为主，次长石，砂砾状结构，见暗色砂物质，分选差砾石成分为花岗片麻岩,2,3
-0.910221883,0.621291548,灰色，灰白色，成分为变质岩，花岗片麻岩，坚硬，次棱角状,1,3
-0.880516923,0.665078414,灰绿色，夹杂色，砂泥质结构，水平纹理，断口为平坦状，含少量粘土质，与下伏地层呈过渡接触,5,3
-0.852500201,0.629609254,灰绿色，成分主要以石英长石为主，均匀层理及平行层理，断面多为平坦状，与下伏地层过渡接触，夹薄层紫色砂质泥岩,4,3
-0.80209422,0.986020779,灰绿色，成分以石英长石为主，见暗色矿物及少量云母片，砂粒结构分选差，具均匀层理及平行层理,3,3
-0.756350993,0.927054848,灰绿色，石英为主，次长石，见暗色矿，砂粒结构，分选一般，疏松较软，与上下地层呈过渡接触,3,3
-0.6851435,1.196094279,灰绿色，成分以石英为主，次长石可见微量云母碎片，具均匀层理及平行层理，较疏松,4,3
-0.602902163,1.283780005,灰绿色，成分以石英为主，次长石见微量云母碎屑，均匀层理及平行层理，松散,3,3
-0.404674813,1.820420978,灰色，灰白色，主要成分为石英岩，偶见花岗岩，片麻岩，坚硬，次棱角状,1,3
-0.400253236,-0.485109744,灰色，浅灰色，主要成分为石英次长石，见植物化石，含少量炭线或煤屑，均匀层理半坚硬,3,5
-0.399047351,-1.264378748,黑褐色，块状构造，泥质填充裂隙，油脂光泽,6,5
-0.38745076,0.095960241,灰色，成分为石英，长石次之，含少量云母及暗色岩屑，见煤线，均匀层理，较硬,3,5
-0.386988504,-1.836729917,黑色，块状，含植物叶部化石,5,5
-0.377261034,-0.010133288,灰色，灰白色，成分以石英为主，次长石，含少量暗色矿物质，含少量植物根茎及叶部化石，偶见煤线平行层理，较硬,3,5
-0.369121312,-0.117619853,黑褐色，条痕色为褐色，节理发育，方解石及黄铁矿充填裂隙，油脂光泽，半坚硬，2.83(0.50)0.20(0.05)0.47,6,5
-0.363534046,-0.34431368,灰色，深灰色，泥质结构，含少量炭屑，见少量植物化石碎片，水平纹理，半坚硬,5,5
-0.361323257,-0.901368941,灰色，成分以石英为主，次长石，含炭屑及暗色矿物，平行层理,3,5
-0.346711954,0.235570585,灰色，泥质结构，见炭屑，含炭线，参差状断口，水平纹理，较坚硬,5,5
-0.329668784,0.328657947,灰色，深灰色，成分以石英为主次长石，含少量暗色矿物及云母夹炭线，局部见少量植物化石片平行层理，坚硬,3,5
-0.328462899,-1.264378748,黑褐色，黑色条痕，节理发育，泥质黄铁矿充填裂隙,6,5
-0.306194228,0.490501957,深灰色，泥质结构，见炭屑及植物茎叶化石，水平纹理，断口平坦,5,5
-0.290658413,0.27265978,灰色，成分以石英为主，次长石，见煤屑及炭线，含云母，见植物叶部化石，平行层理，坚硬,3,5
-0.289151057,-1.130847901,黑褐色，带有褐色条痕，节理发育,6,5
-0.28326232,-0.312673878,深灰色，泥质结构，含炭屑及植物茎叶化石，与下伏地层呈过渡接触,5,5
-0.264209342,0.396097549,灰色，下部为灰白色，石英长石为主为主，粉砂状结构，具均匀层理及平行层理，坚硬,4,5
-0.232454377,0.705542569,灰白色，石英，长石为主，均匀及平行层理，底部为灰，稍带绿色，含砾石，坚硬,3,5
-0.223410242,-0.054077538,灰绿色，石英长石，含砾石，坚硬,3,7
-1.441253316,1.24365687,钻孔开孔在河床冲洪积的松散层上含砂砾石,0,0
-1.387892917,1.020633593,灰绿色，灰色，含砾不均，砾石成分以石英岩，片麻岩为主砂质成分以石英为主，长石次，泥质胶结，分选差，次棱角状，半坚硬,2,1
-1.362006592,0.581682306,灰绿色，主要成分为石英岩片床岩花岗岩的残积物，基底式胶结，泥质填隙，分选差，次圆状，半坚硬,1,1
-1.334130557,0.626558045,灰绿色，成分以石英为主，长石次之，含少量的暗色岩屑，均匀层理分选差，次圆状，局部含砾,3,1
-1.321247689,0.159492613,灰色，灰绿色，含砾不均，成分以石英为主，长石次之，泥质填隙，分选中等，次圆状,2,1
-1.300164804,0.457372133,灰色，深灰色，成分以石英，长石为主，含少量云母碎片，块状构造坚硬，水平纹理，中部夹细砂岩,3,3
-1.274358871,0.579797699,灰绿色，局部可见灰黄色，成分以石英为主，长石次之，含少量的暗色岩屑，泥质填隙，半坚硬,3,3
-1.248472546,0.581682306,灰绿色，夹灰黄色，紫色的细砂岩薄层，成分以石英为主长石次之，含少量的云母碎片及暗色岩屑，泥质填隙，分选中等，次圆状，坚硬,2,3
-1.222445534,0.584966386,灰绿色，成分以石英为主，长石次之，含少量的云母碎片及暗色岩屑胶结物为泥质，分选中等，次棱角状，均匀层理，块状构造，坚硬,3,3
-1.161689043,1.099544428,浅灰绿色，含栋不均，成分以石英为主，长石次之，分选差次棱角状，硅质填隙物，坚硬,2,3
-0.897600289,1.995838655,灰色，局部深灰色，成分以石英岩，片麻岩，花岗岩的残积物为主，基底式胶结，胶结物为硅质，分选差棱角状，坚硬,1,3
-0.886566444,0.065925094,灰绿色，灰色，含砾不均，成分以石英为主，长石次，硅质胶结，分选差，次棱角状，坚硬,2,3
-0.87792427,-0.08149909,灰绿色，主要成分以石英岩，片麻岩，花岗岩的残积物，基底式胶结胶结物为硅质，分选差，次圆状，坚硬,1,3
-0.862890908,0.252784165,灰绿色，灰色，成分以石英为主，长石次之，含少量的云母及暗色岩屑，分选中等，次圆状，填隙物为泥质，半坚硬，均匀层理,3,4
-0.860479138,-0.84918229,灰色，深灰色，水平纹理，平坦状断口，含少量不完整的植物化石,5,4
-0.859393842,-1.327383571,深灰色，平坦状断口，泥质结构，水平纹理,5,5
-0.853042849,-0.267163231,黑色，黑褐色条痕，弱沥青光泽，半坚硬，以暗煤亮丝炭组成，煤层结构1.56(0.20)0.60(0.30)0.50,6,5
-0.849023233,-0.542418981,深灰色，平坦状断口，泥质结构见不完整的植物叶片化石,5,5
-0.843797733,-0.38460595,黑色，黑褐色条痕，弱沥青光泽，半坚硬，参差状断口，块状构造，条带状结构，以暗煤亮丝炭组成，见少量黄铁矿结核体,6,5
-0.822835437,0.453899616,深灰色，半坚硬，平坦状断口，泥质结构，水平纹理，局部夹粉砂岩薄层及泥岩薄层,5,5
-0.820825629,-0.958510975,灰色，参差状断口，泥质结构,5,5
-0.805551089,0.262405697,灰色，成分以石英长石为主，含云母碎片，半坚硬，水平纹理,3,5
-0.801129512,-0.485109744,灰白色，浅灰色，成分以石英长石为主，含云母碎片，粉砂填隙，分选中等，均匀层理,3,5
-0.788347134,0.154761835,深灰色，半坚硬，平坦状断口，泥质结构，局部夹粉砂岩薄层,5,5
-0.780368197,-0.129648883,灰白色，成分以石英为主，长石次之，含云母碎片及暗色岩屑，半坚硬，分选中等，均匀层理,3,5
-0.760812766,0.411849515,灰白色，成分以石英为主，长石次之，含云母碎片及暗色岩屑，半坚硬，分选中等，均匀层理，局部见炭屑,3,5
-0.758903449,-0.989253724,黑色，黑褐色条痕，弱沥青光泽，以暗煤，丝炭为主，参差状断口，煤层结构0.40(0.10)0.45,6,5
-0.75146716,-0.172107495,灰白色，成分以石英为主，长石次之，含少量云母碎片及暗色岩屑，半坚硬，分选中等，均匀层理,3,5
-0.738021545,0.185324156,灰白色，成分以石英长石为主，含云母及暗色岩屑，半坚硬，分选差，均匀层理,3,5
-0.710728354,0.613751794,浅灰色，成分以石英长石为主，含云母碎片及暗色岩屑，半坚硬，均匀层理,3,5
-0.687816545,0.507743176,深灰色，半坚硬，参差状断口，泥质结构，局部夹粉砂岩薄层,5,5
-0.618900233,1.176194876,灰绿色，绿色，成分以石英长石为主，半坚硬，泥质填隙，均匀层理,3,7
-1.375793874,0.107364392,据判层及地表观察为黄土堆积,0,0
-1.310676099,1.141705165,杏黄、灰绿色、暗紫色，以石英长石为主，松散，易碎，泥质填隙，均匀层理,3,1
-1.083808988,1.902914674,灰绿色-暗紫色，以石英为，均匀层理，砾径不均，松散易碎,2,1
-1.047009406,0.794980167,灰白色，主要成分石英岩、花岗岩、片麻岩组成，坚硬，基底式胶结,1,1
-1.02363534,0.519840173,灰绿色，主要成分石英为主，长石次之，均匀层理，夹紫色薄层砂质泥岩，松散,4,3
-1.00365785,0.424772783,暗紫色，厚层状，平行层理，夹薄层绿色粉砂岩，松散易碎,5,3
-0.884456146,1.509940268,灰绿色，巨厚层状，成分以石英为主，长石次之，泥质填隙，均匀层理,3,3
-0.56684621,1.746497814,灰-灰白色，主要成分以石英岩、花岗岩、片麻岩屑为主，坚硬，硅质胶结，次棱角状，砾径3MM以上,1,3
-0.565278559,-1.107364916,浅灰色，薄层状，石英长石为主，含云母植物化石，见炭屑,3,4
-0.563429536,-1.008482544,黑色，块状构造，节理发育，方解石脉充填，弱沥青光泽,6,4
-0.553058928,0.028503542,深灰色，中厚层状，水平纹理，含炭屑及植物化石，平坦状断口,5,4
-0.548577056,-0.476963844,黑色，块状构造，条痕为黑褐色，节理发育,6,5
-0.544818715,-0.582817223,深灰色，块状构造，水平纹理，含炭屑及少量植物化石,5,5
-0.538990273,-0.318870769,黑色，节理发育，方解石脉充填裂隙，弱沥青光泽，结构：1.54(0.14)0.20(0.25)0.77,6,5
-0.534608891,-0.490602029,深灰色，中厚层状，水平纹理，含炭屑及少量植物化石,5,5
-0.525444168,-0.046087424,黑色，节理发育，方解石脉充填裂隙，弱沥青光泽，结构：(0.20)0.19(0.41)3.36，0.40,6,5
